record_id_1,record_id_2,original_llm_score,original_llm_judgement,ground_truth_label,simulated_human_accuracy,simulated_human_judgement,is_llm_correct_vs_gt,is_human_correct_vs_gt,human_corrected_llm_error
0c2f551c-3c61-429c-9887-68138eb955d6,d86cc61c-8fd6-4c0a-bc46-21941dbffe40,0.7,True,True,1.0,True,True,True,False
0c385d62-7512-46a4-bcf4-4479c3bfcec8,81842dba-256b-405c-9dc3-0277bc3fd75a,0.9,True,True,1.0,True,True,True,False
0c385d62-7512-46a4-bcf4-4479c3bfcec8,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
0f792505-7a2b-484b-b93a-6931df3ef8cc,2d541e91-94c7-4118-9d3e-ec2be4f59e75,0.7,True,True,1.0,True,True,True,False
0f792505-7a2b-484b-b93a-6931df3ef8cc,3bc531cb-a750-4aff-9085-72e5809d9a3b,1.0,True,True,1.0,True,True,True,False
0f792505-7a2b-484b-b93a-6931df3ef8cc,8ca72f6b-0f93-4627-9ba5-bc15d658e301,0.7,True,True,1.0,True,True,True,False
0f792505-7a2b-484b-b93a-6931df3ef8cc,b6bb4e77-fd46-4fa0-a6ec-63787ff665d4,1.0,True,True,1.0,True,True,True,False
0f792505-7a2b-484b-b93a-6931df3ef8cc,d3db7d57-d05f-4c38-b3d9-b14500ca3097,1.0,True,True,1.0,True,True,True,False
113814d3-3e9f-446b-b7b1-d80a80d42e15,31d96ef7-8534-4622-b37c-1d9725806070,1.0,True,True,1.0,True,True,True,False
113814d3-3e9f-446b-b7b1-d80a80d42e15,718551f7-6a60-492d-a310-ba0e2077ab01,0.9,True,True,1.0,True,True,True,False
113814d3-3e9f-446b-b7b1-d80a80d42e15,a584962b-16e4-4ccc-8fb5-237f4d2106cf,0.99,True,True,1.0,True,True,True,False
113814d3-3e9f-446b-b7b1-d80a80d42e15,b88a110d-f874-4e2a-9d4b-8a128ad2e97b,1.0,True,True,1.0,True,True,True,False
113814d3-3e9f-446b-b7b1-d80a80d42e15,d86cc61c-8fd6-4c0a-bc46-21941dbffe40,1.0,True,True,1.0,True,True,True,False
16c3e8e0-0b1b-4573-bb38-6227c7512108,2d541e91-94c7-4118-9d3e-ec2be4f59e75,0.7,True,True,1.0,True,True,True,False
16c3e8e0-0b1b-4573-bb38-6227c7512108,3bc531cb-a750-4aff-9085-72e5809d9a3b,0.95,True,True,1.0,True,True,True,False
16c3e8e0-0b1b-4573-bb38-6227c7512108,5c67b676-7b25-4d2f-9130-95e5042cdd55,0.95,True,True,1.0,True,True,True,False
16c3e8e0-0b1b-4573-bb38-6227c7512108,b6bb4e77-fd46-4fa0-a6ec-63787ff665d4,0.95,True,True,1.0,True,True,True,False
26196b55-3444-4f1c-b25c-64ec9fe2f9cd,e2ad4e49-d0d8-43d2-b9e4-a6c9f215ad29,0.4,False,True,1.0,True,False,True,True
26196b55-3444-4f1c-b25c-64ec9fe2f9cd,edda6445-607a-4cb3-b1a8-9e39190f05d9,1.0,True,True,1.0,True,True,True,False
274f5833-208c-4d61-b462-4b512eaea5a2,808e51f4-1aad-49aa-9508-c2762d4bad01,0.3,False,True,1.0,True,False,True,True
274f5833-208c-4d61-b462-4b512eaea5a2,d5494910-557e-444d-af4d-19c57a94894b,0.95,True,True,1.0,True,True,True,False
297cea1a-0efe-4690-b9c8-76448322712f,718551f7-6a60-492d-a310-ba0e2077ab01,0.9,True,True,1.0,True,True,True,False
297cea1a-0efe-4690-b9c8-76448322712f,a584962b-16e4-4ccc-8fb5-237f4d2106cf,0.95,True,True,1.0,True,True,True,False
2d541e91-94c7-4118-9d3e-ec2be4f59e75,3ba76ced-6543-41c2-8a5a-c1d889db0399,0.85,True,True,1.0,True,True,True,False
2d541e91-94c7-4118-9d3e-ec2be4f59e75,3bc531cb-a750-4aff-9085-72e5809d9a3b,0.2,False,True,1.0,True,False,True,True
2d541e91-94c7-4118-9d3e-ec2be4f59e75,4f61fbf3-a1c1-4e2b-8610-53cfff9c04ff,0.2,False,True,1.0,True,False,True,True
2d541e91-94c7-4118-9d3e-ec2be4f59e75,5c67b676-7b25-4d2f-9130-95e5042cdd55,0.2,False,True,1.0,True,False,True,True
2d541e91-94c7-4118-9d3e-ec2be4f59e75,697c3e8d-2797-42b5-b78f-23810e1bc2d4,0.7,True,True,1.0,True,True,True,False
2d541e91-94c7-4118-9d3e-ec2be4f59e75,8ca72f6b-0f93-4627-9ba5-bc15d658e301,1.0,True,True,1.0,True,True,True,False
2d541e91-94c7-4118-9d3e-ec2be4f59e75,b6bb4e77-fd46-4fa0-a6ec-63787ff665d4,0.2,False,True,1.0,True,False,True,True
2d541e91-94c7-4118-9d3e-ec2be4f59e75,d3db7d57-d05f-4c38-b3d9-b14500ca3097,0.3,False,True,1.0,True,False,True,True
2d541e91-94c7-4118-9d3e-ec2be4f59e75,e3a13900-28bd-4114-b5d7-73aba5f40f48,0.3,False,True,1.0,True,False,True,True
31d96ef7-8534-4622-b37c-1d9725806070,b88a110d-f874-4e2a-9d4b-8a128ad2e97b,1.0,True,True,1.0,True,True,True,False
31d96ef7-8534-4622-b37c-1d9725806070,d86cc61c-8fd6-4c0a-bc46-21941dbffe40,1.0,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,3bc531cb-a750-4aff-9085-72e5809d9a3b,0.9,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,4f61fbf3-a1c1-4e2b-8610-53cfff9c04ff,0.85,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,8ca72f6b-0f93-4627-9ba5-bc15d658e301,0.9,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,b6bb4e77-fd46-4fa0-a6ec-63787ff665d4,0.9,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,d3db7d57-d05f-4c38-b3d9-b14500ca3097,0.95,True,True,1.0,True,True,True,False
3ba76ced-6543-41c2-8a5a-c1d889db0399,e3a13900-28bd-4114-b5d7-73aba5f40f48,0.9,True,True,1.0,True,True,True,False
3bc531cb-a750-4aff-9085-72e5809d9a3b,697c3e8d-2797-42b5-b78f-23810e1bc2d4,1.0,True,True,1.0,True,True,True,False
3bc531cb-a750-4aff-9085-72e5809d9a3b,8ca72f6b-0f93-4627-9ba5-bc15d658e301,0.8,True,True,1.0,True,True,True,False
3bc531cb-a750-4aff-9085-72e5809d9a3b,d3db7d57-d05f-4c38-b3d9-b14500ca3097,1.0,True,True,1.0,True,True,True,False
3bc531cb-a750-4aff-9085-72e5809d9a3b,e3a13900-28bd-4114-b5d7-73aba5f40f48,0.85,True,True,1.0,True,True,True,False
3bf3d00b-0891-475c-96b7-9370b6328031,81842dba-256b-405c-9dc3-0277bc3fd75a,0.9,True,True,1.0,True,True,True,False
3bf3d00b-0891-475c-96b7-9370b6328031,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
3c0db851-c08d-46f8-8070-8b77eff901dc,b8f38755-9193-4c80-abaa-b1eae5f98e25,0.3,False,True,1.0,True,False,True,True
3c0db851-c08d-46f8-8070-8b77eff901dc,e9ce09c6-56b2-48b7-a0ce-3e3d0d772ead,0.95,True,True,1.0,True,True,True,False
3f18507a-943c-4cbd-a997-4762258bb5cb,429de05c-431f-46d4-bbb9-450a5bd981ea,0.3,False,True,1.0,True,False,True,True
3f18507a-943c-4cbd-a997-4762258bb5cb,4b58f615-6b70-41a4-9d02-2a3a69397fd1,0.2,False,True,1.0,True,False,True,True
3f18507a-943c-4cbd-a997-4762258bb5cb,5a101d34-7939-4642-b372-feb45768f0ca,1.0,True,True,1.0,True,True,True,False
3f18507a-943c-4cbd-a997-4762258bb5cb,b7470a57-9840-4da9-895e-521ea4a4ca78,1.0,True,True,1.0,True,True,True,False
3f18507a-943c-4cbd-a997-4762258bb5cb,bcd4e449-bfa3-480d-9dd0-0e51f74c5f5c,1.0,True,True,1.0,True,True,True,False
3f18507a-943c-4cbd-a997-4762258bb5cb,cbb6e839-8b29-42c0-8199-65789afea84c,1.0,True,True,1.0,True,True,True,False
416c4053-7a05-4b2c-a1f7-0f11a09c625a,5a6efb53-1472-47a2-8525-ed484c54f393,0.3,False,True,1.0,True,False,True,True
416c4053-7a05-4b2c-a1f7-0f11a09c625a,66912fce-1330-4c90-a987-7f67676af4a6,0.92,True,True,1.0,True,True,True,False
416c4053-7a05-4b2c-a1f7-0f11a09c625a,9550d4d7-6e54-4f4e-a272-7aaf42e59003,0.3,False,True,1.0,True,False,True,True
416c4053-7a05-4b2c-a1f7-0f11a09c625a,9e1a7d7d-d862-4a9d-b297-435723b549f2,0.85,True,True,1.0,True,True,True,False
416c4053-7a05-4b2c-a1f7-0f11a09c625a,d29c785f-e31e-4090-922a-2d28e133a38d,0.3,False,True,1.0,True,False,True,True
4264ddc6-4eed-4eb8-b066-5860f11a2f55,460f9c2e-ea2e-4cf5-be83-cc978dad87ab,0.95,True,True,1.0,True,True,True,False
4264ddc6-4eed-4eb8-b066-5860f11a2f55,795a0b1e-4b0e-4488-913a-62428cf4a9ac,1.0,True,True,1.0,True,True,True,False
4264ddc6-4eed-4eb8-b066-5860f11a2f55,d92ec1f7-235a-4a49-845c-f173bc2457f1,0.95,True,True,1.0,True,True,True,False
4264ddc6-4eed-4eb8-b066-5860f11a2f55,dca68c87-bc21-4013-b9bd-1ea045d51bc2,0.3,False,True,1.0,True,False,True,True
4264ddc6-4eed-4eb8-b066-5860f11a2f55,f867053a-4e85-499f-a96a-6fb91d34f0c8,1.0,True,True,1.0,True,True,True,False
4264ddc6-4eed-4eb8-b066-5860f11a2f55,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,1.0,True,True,1.0,True,True,True,False
429de05c-431f-46d4-bbb9-450a5bd981ea,5a101d34-7939-4642-b372-feb45768f0ca,0.8,True,True,1.0,True,True,True,False
429de05c-431f-46d4-bbb9-450a5bd981ea,bcd4e449-bfa3-480d-9dd0-0e51f74c5f5c,0.8,True,True,1.0,True,True,True,False
429de05c-431f-46d4-bbb9-450a5bd981ea,cbb6e839-8b29-42c0-8199-65789afea84c,0.8,True,True,1.0,True,True,True,False
43cff8bf-b7ea-4a51-ab4e-77cecc2b300b,81842dba-256b-405c-9dc3-0277bc3fd75a,0.9,True,True,1.0,True,True,True,False
43cff8bf-b7ea-4a51-ab4e-77cecc2b300b,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.95,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,4616e557-c514-4edc-9702-4d53d2361c4c,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,61ef9905-5fec-4d96-a2f3-a38c4566c6ed,0.8,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,6d588b01-1d2a-4c34-af6f-fdcb251b6ddf,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,795a0b1e-4b0e-4488-913a-62428cf4a9ac,0.2,False,True,1.0,True,False,True,True
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,9b581b48-3202-47cd-bec5-5ea4b5cbebb1,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,9bb8d1fd-b475-4d73-9f77-2b64bd48437f,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,e8829965-a097-4a31-b168-53c9c7ce185c,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,f867053a-4e85-499f-a96a-6fb91d34f0c8,0.7,True,True,1.0,True,True,True,False
460f9c2e-ea2e-4cf5-be83-cc978dad87ab,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,0.7,True,True,1.0,True,True,True,False
4616e557-c514-4edc-9702-4d53d2361c4c,795a0b1e-4b0e-4488-913a-62428cf4a9ac,1.0,True,True,1.0,True,True,True,False
4616e557-c514-4edc-9702-4d53d2361c4c,d92ec1f7-235a-4a49-845c-f173bc2457f1,0.95,True,True,1.0,True,True,True,False
4616e557-c514-4edc-9702-4d53d2361c4c,dca68c87-bc21-4013-b9bd-1ea045d51bc2,0.3,False,True,1.0,True,False,True,True
4616e557-c514-4edc-9702-4d53d2361c4c,f867053a-4e85-499f-a96a-6fb91d34f0c8,1.0,True,True,1.0,True,True,True,False
4616e557-c514-4edc-9702-4d53d2361c4c,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,1.0,True,True,1.0,True,True,True,False
478d96ac-1e77-4adc-a182-accedc0cc15b,718551f7-6a60-492d-a310-ba0e2077ab01,0.95,True,True,1.0,True,True,True,False
478d96ac-1e77-4adc-a182-accedc0cc15b,a584962b-16e4-4ccc-8fb5-237f4d2106cf,0.98,True,True,1.0,True,True,True,False
4b58f615-6b70-41a4-9d02-2a3a69397fd1,5a101d34-7939-4642-b372-feb45768f0ca,0.8,True,True,1.0,True,True,True,False
4b58f615-6b70-41a4-9d02-2a3a69397fd1,b7470a57-9840-4da9-895e-521ea4a4ca78,0.7,True,True,1.0,True,True,True,False
4b58f615-6b70-41a4-9d02-2a3a69397fd1,bcd4e449-bfa3-480d-9dd0-0e51f74c5f5c,0.7,True,True,1.0,True,True,True,False
4b58f615-6b70-41a4-9d02-2a3a69397fd1,cbb6e839-8b29-42c0-8199-65789afea84c,0.7,True,True,1.0,True,True,True,False
4dc98fec-6905-45b7-a0cf-4e874fcc2ecf,d92ec1f7-235a-4a49-845c-f173bc2457f1,0.98,True,True,1.0,True,True,True,False
4dc98fec-6905-45b7-a0cf-4e874fcc2ecf,dca68c87-bc21-4013-b9bd-1ea045d51bc2,0.2,False,True,1.0,True,False,True,True
4dc98fec-6905-45b7-a0cf-4e874fcc2ecf,f867053a-4e85-499f-a96a-6fb91d34f0c8,0.95,True,True,1.0,True,True,True,False
4dc98fec-6905-45b7-a0cf-4e874fcc2ecf,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,0.9,True,True,1.0,True,True,True,False
5a6efb53-1472-47a2-8525-ed484c54f393,66912fce-1330-4c90-a987-7f67676af4a6,0.9,True,True,1.0,True,True,True,False
5a6efb53-1472-47a2-8525-ed484c54f393,9e1a7d7d-d862-4a9d-b297-435723b549f2,0.9,True,True,1.0,True,True,True,False
5c67b676-7b25-4d2f-9130-95e5042cdd55,697c3e8d-2797-42b5-b78f-23810e1bc2d4,0.95,True,True,1.0,True,True,True,False
60d1a991-9b3f-4774-9cf4-c113b39a197d,9e4bbf21-2121-4f94-ba40-50883cdf92e4,0.7,True,True,1.0,True,True,True,False
60d1a991-9b3f-4774-9cf4-c113b39a197d,c2866922-660d-4277-bed1-1363ea82837a,0.95,True,True,1.0,True,True,True,False
60d1a991-9b3f-4774-9cf4-c113b39a197d,f7051895-80ea-4603-93ad-1a6f9eb7ad20,0.95,True,True,1.0,True,True,True,False
61ef9905-5fec-4d96-a2f3-a38c4566c6ed,795a0b1e-4b0e-4488-913a-62428cf4a9ac,1.0,True,True,1.0,True,True,True,False
61ef9905-5fec-4d96-a2f3-a38c4566c6ed,d92ec1f7-235a-4a49-845c-f173bc2457f1,0.95,True,True,1.0,True,True,True,False
61ef9905-5fec-4d96-a2f3-a38c4566c6ed,dca68c87-bc21-4013-b9bd-1ea045d51bc2,0.3,False,True,1.0,True,False,True,True
61ef9905-5fec-4d96-a2f3-a38c4566c6ed,f867053a-4e85-499f-a96a-6fb91d34f0c8,1.0,True,True,1.0,True,True,True,False
61ef9905-5fec-4d96-a2f3-a38c4566c6ed,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,1.0,True,True,1.0,True,True,True,False
66912fce-1330-4c90-a987-7f67676af4a6,9550d4d7-6e54-4f4e-a272-7aaf42e59003,0.9,True,True,1.0,True,True,True,False
66912fce-1330-4c90-a987-7f67676af4a6,d29c785f-e31e-4090-922a-2d28e133a38d,0.95,True,True,1.0,True,True,True,False
697c3e8d-2797-42b5-b78f-23810e1bc2d4,8ca72f6b-0f93-4627-9ba5-bc15d658e301,0.8,True,True,1.0,True,True,True,False
697c3e8d-2797-42b5-b78f-23810e1bc2d4,b6bb4e77-fd46-4fa0-a6ec-63787ff665d4,1.0,True,True,1.0,True,True,True,False
697c3e8d-2797-42b5-b78f-23810e1bc2d4,d3db7d57-d05f-4c38-b3d9-b14500ca3097,1.0,True,True,1.0,True,True,True,False
697c3e8d-2797-42b5-b78f-23810e1bc2d4,e3a13900-28bd-4114-b5d7-73aba5f40f48,0.9,True,True,1.0,True,True,True,False
6d588b01-1d2a-4c34-af6f-fdcb251b6ddf,795a0b1e-4b0e-4488-913a-62428cf4a9ac,1.0,True,True,1.0,True,True,True,False
711b003c-76e4-4880-bb7c-2bf2681f1625,99de6fbe-9540-4757-845d-6cce9998aea0,0.4,False,True,1.0,True,False,True,True
711b003c-76e4-4880-bb7c-2bf2681f1625,b8f38755-9193-4c80-abaa-b1eae5f98e25,0.3,False,True,1.0,True,False,True,True
711b003c-76e4-4880-bb7c-2bf2681f1625,bd31fbce-9b1b-45bc-aabb-3d0483070c2c,1.0,True,True,1.0,True,True,True,False
711b003c-76e4-4880-bb7c-2bf2681f1625,c0abc6d9-b452-49fa-b314-512874c38776,1.0,True,True,1.0,True,True,True,False
711b003c-76e4-4880-bb7c-2bf2681f1625,e9ce09c6-56b2-48b7-a0ce-3e3d0d772ead,0.95,True,True,1.0,True,True,True,False
718551f7-6a60-492d-a310-ba0e2077ab01,89e78d81-5cfe-485b-acbc-6a89de0a4474,0.9,True,True,1.0,True,True,True,False
718551f7-6a60-492d-a310-ba0e2077ab01,a584962b-16e4-4ccc-8fb5-237f4d2106cf,0.2,False,True,1.0,True,False,True,True
718551f7-6a60-492d-a310-ba0e2077ab01,b88a110d-f874-4e2a-9d4b-8a128ad2e97b,0.3,False,True,1.0,True,False,True,True
718551f7-6a60-492d-a310-ba0e2077ab01,d86cc61c-8fd6-4c0a-bc46-21941dbffe40,0.4,False,True,1.0,True,False,True,True
795a0b1e-4b0e-4488-913a-62428cf4a9ac,9b581b48-3202-47cd-bec5-5ea4b5cbebb1,1.0,True,True,1.0,True,True,True,False
795a0b1e-4b0e-4488-913a-62428cf4a9ac,9bb8d1fd-b475-4d73-9f77-2b64bd48437f,1.0,True,True,1.0,True,True,True,False
795a0b1e-4b0e-4488-913a-62428cf4a9ac,e8829965-a097-4a31-b168-53c9c7ce185c,1.0,True,True,1.0,True,True,True,False
795a0b1e-4b0e-4488-913a-62428cf4a9ac,f867053a-4e85-499f-a96a-6fb91d34f0c8,1.0,True,True,1.0,True,True,True,False
795a0b1e-4b0e-4488-913a-62428cf4a9ac,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,1.0,True,True,1.0,True,True,True,False
808e51f4-1aad-49aa-9508-c2762d4bad01,a0c62eb1-a940-4849-a83f-4c0031768c87,1.0,True,True,1.0,True,True,True,False
808e51f4-1aad-49aa-9508-c2762d4bad01,d182899e-b0b2-4c34-a9ec-2cad16e77e7d,0.3,False,True,1.0,True,False,True,True
808e51f4-1aad-49aa-9508-c2762d4bad01,d5494910-557e-444d-af4d-19c57a94894b,0.8,True,True,1.0,True,True,True,False
808e51f4-1aad-49aa-9508-c2762d4bad01,e6b5acb2-5dd3-480c-88c4-72a8d09f9263,0.3,False,True,1.0,True,False,True,True
808e51f4-1aad-49aa-9508-c2762d4bad01,fd7fa5b2-88d0-44ba-bb29-498b3e4c8e27,0.3,False,True,1.0,True,False,True,True
81842dba-256b-405c-9dc3-0277bc3fd75a,a29f8e06-14e2-49d8-aa7d-ff480dbd5e85,0.9,True,True,1.0,True,True,True,False
81842dba-256b-405c-9dc3-0277bc3fd75a,a53ae8ef-70a8-44bd-8701-2e20a82c8a9a,0.9,True,True,1.0,True,True,True,False
81842dba-256b-405c-9dc3-0277bc3fd75a,cf7bb12f-e498-4ca0-9219-41c426f804b8,0.3,False,True,1.0,True,False,True,True
81842dba-256b-405c-9dc3-0277bc3fd75a,d3427868-2ddf-40c7-9e19-60011ba69239,0.9,True,True,1.0,True,True,True,False
81842dba-256b-405c-9dc3-0277bc3fd75a,ea8feb19-51e7-4c5b-a9b9-06638fc6860f,0.85,True,True,1.0,True,True,True,False
81842dba-256b-405c-9dc3-0277bc3fd75a,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.3,False,True,1.0,True,False,True,True
89e78d81-5cfe-485b-acbc-6a89de0a4474,a584962b-16e4-4ccc-8fb5-237f4d2106cf,0.95,True,True,1.0,True,True,True,False
8ca72f6b-0f93-4627-9ba5-bc15d658e301,d3db7d57-d05f-4c38-b3d9-b14500ca3097,0.3,False,True,1.0,True,False,True,True
8ca72f6b-0f93-4627-9ba5-bc15d658e301,e3a13900-28bd-4114-b5d7-73aba5f40f48,0.2,False,True,1.0,True,False,True,True
9550d4d7-6e54-4f4e-a272-7aaf42e59003,9e1a7d7d-d862-4a9d-b297-435723b549f2,0.95,True,True,1.0,True,True,True,False
99de6fbe-9540-4757-845d-6cce9998aea0,bd31fbce-9b1b-45bc-aabb-3d0483070c2c,0.95,True,True,1.0,True,True,True,False
99de6fbe-9540-4757-845d-6cce9998aea0,c0abc6d9-b452-49fa-b314-512874c38776,0.9,True,True,1.0,True,True,True,False
9e1a7d7d-d862-4a9d-b297-435723b549f2,d29c785f-e31e-4090-922a-2d28e133a38d,0.95,True,True,1.0,True,True,True,False
9e4bbf21-2121-4f94-ba40-50883cdf92e4,bbe880ab-b03c-4281-8b80-4b385c7e50f8,0.8,True,True,1.0,True,True,True,False
9e4bbf21-2121-4f94-ba40-50883cdf92e4,c2866922-660d-4277-bed1-1363ea82837a,0.2,False,True,1.0,True,False,True,True
9e4bbf21-2121-4f94-ba40-50883cdf92e4,de7ba852-3493-4c50-a3aa-ea167873bf12,0.9,True,True,1.0,True,True,True,False
9e4bbf21-2121-4f94-ba40-50883cdf92e4,e798ffe8-5299-43ae-b5ae-f9e7b5a56874,0.7,True,True,1.0,True,True,True,False
9e4bbf21-2121-4f94-ba40-50883cdf92e4,f7051895-80ea-4603-93ad-1a6f9eb7ad20,0.2,False,True,1.0,True,False,True,True
a0c62eb1-a940-4849-a83f-4c0031768c87,d5494910-557e-444d-af4d-19c57a94894b,0.3,False,True,1.0,True,False,True,True
a29f8e06-14e2-49d8-aa7d-ff480dbd5e85,cf7bb12f-e498-4ca0-9219-41c426f804b8,0.95,True,True,1.0,True,True,True,False
a29f8e06-14e2-49d8-aa7d-ff480dbd5e85,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
a53ae8ef-70a8-44bd-8701-2e20a82c8a9a,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
b8f38755-9193-4c80-abaa-b1eae5f98e25,e9ce09c6-56b2-48b7-a0ce-3e3d0d772ead,0.85,True,True,1.0,True,True,True,False
bbe880ab-b03c-4281-8b80-4b385c7e50f8,c2866922-660d-4277-bed1-1363ea82837a,1.0,True,True,1.0,True,True,True,False
bbe880ab-b03c-4281-8b80-4b385c7e50f8,f7051895-80ea-4603-93ad-1a6f9eb7ad20,1.0,True,True,1.0,True,True,True,False
c2866922-660d-4277-bed1-1363ea82837a,de7ba852-3493-4c50-a3aa-ea167873bf12,1.0,True,True,1.0,True,True,True,False
c2866922-660d-4277-bed1-1363ea82837a,e798ffe8-5299-43ae-b5ae-f9e7b5a56874,1.0,True,True,1.0,True,True,True,False
d182899e-b0b2-4c34-a9ec-2cad16e77e7d,d5494910-557e-444d-af4d-19c57a94894b,1.0,True,True,1.0,True,True,True,False
d3427868-2ddf-40c7-9e19-60011ba69239,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
d5494910-557e-444d-af4d-19c57a94894b,e6b5acb2-5dd3-480c-88c4-72a8d09f9263,0.9,True,True,1.0,True,True,True,False
d5494910-557e-444d-af4d-19c57a94894b,fd7fa5b2-88d0-44ba-bb29-498b3e4c8e27,0.95,True,True,1.0,True,True,True,False
d92ec1f7-235a-4a49-845c-f173bc2457f1,dca68c87-bc21-4013-b9bd-1ea045d51bc2,0.9,True,True,1.0,True,True,True,False
dca68c87-bc21-4013-b9bd-1ea045d51bc2,f867053a-4e85-499f-a96a-6fb91d34f0c8,0.95,True,True,1.0,True,True,True,False
dca68c87-bc21-4013-b9bd-1ea045d51bc2,fc52be9b-ac54-43eb-b5cb-fcd281f91d08,0.9,True,True,1.0,True,True,True,False
de7ba852-3493-4c50-a3aa-ea167873bf12,f7051895-80ea-4603-93ad-1a6f9eb7ad20,1.0,True,True,1.0,True,True,True,False
e2ad4e49-d0d8-43d2-b9e4-a6c9f215ad29,edda6445-607a-4cb3-b1a8-9e39190f05d9,0.95,True,True,1.0,True,True,True,False
e798ffe8-5299-43ae-b5ae-f9e7b5a56874,f7051895-80ea-4603-93ad-1a6f9eb7ad20,1.0,True,True,1.0,True,True,True,False
ea8feb19-51e7-4c5b-a9b9-06638fc6860f,fccbd6ce-c0f2-4c11-9363-e4930a70b1f5,0.9,True,True,1.0,True,True,True,False
